Age Group,Birthdate,City,Department,Education Level,Employee ID,First Name,FULL name,Gender,Hiredate,Job Title,Last Name,LOCATION,Performance Rating,State,status,Termdate,Age,length of hire,Salary,Total Active,Total Hired,Total terminated
25-35,11/12/1996,New York City,Customer Service,BS,00-24111073,Jacob,Jacob Andersen,Female,11/11/2024,Support Specialist,Andersen,HQ,Good,New York,HIRED,,28,0,61604,1,1,0
45-54,5/4/1978,New York City,Customer Service,BS,00-61967417,Javier,Javier Henry,Female,4/29/2020,Support Specialist,Henry,HQ,Good,New York,HIRED,,46,4,55634,1,1,0
25-35,10/2/1993,New York City,Customer Service,BS,00-29254771,Kelly,Kelly Jenkins,Female,5/28/2016,Support Specialist,Jenkins,HQ,Good,New York,HIRED,,31,8,57293,1,1,0
55+,6/2/1964,New York City,Customer Service,BS,00-37101146,Leslie,Leslie Hughes,Female,11/21/2024,Support Specialist,Hughes,HQ,Good,New York,HIRED,,60,0,54694,1,1,0
>25,9/25/2001,New York City,Customer Service,BS,00-33101632,Lisa,Lisa Singleton,Female,5/29/2015,Support Specialist,Singleton,HQ,Good,New York,HIRED,,23,9,53570,1,1,0
45-54,11/28/1972,New York City,Customer Service,BS,00-16266737,Maria,Maria Buckley,Female,9/2/2018,Support Specialist,Buckley,HQ,Good,New York,HIRED,,52,6,66493,1,1,0
25-35,12/3/1993,New York City,Customer Service,BS,00-82703520,Nichole,Nichole Barton,Female,9/29/2022,Support Specialist,Barton,HQ,Good,New York,HIRED,,31,2,64567,1,1,0
45-54,3/13/1971,New York City,Customer Service,BS,00-54375853,Rebecca,Rebecca Gregory,Female,1/31/2015,Support Specialist,Gregory,HQ,Good,New York,HIRED,,53,9,66218,1,1,0
25-35,8/12/1999,New York City,Customer Service,BS,00-85414925,Ryan,Ryan Osborn,Female,9/1/2023,Support Specialist,Osborn,HQ,Good,New York,HIRED,,25,1,59257,1,1,0
>25,6/5/2000,New York City,Customer Service,BS,00-47237796,Steven,Steven Luna,Female,12/22/2023,Support Specialist,Luna,HQ,Good,New York,HIRED,,24,1,60297,1,1,0
25-35,5/17/1994,Rochester,Customer Service,BS,00-74621527,David,David Dean,Female,1/29/2022,Customer Service Manager,Dean,HQ,Good,New York,HIRED,,30,2,92845,1,1,0
35-44,10/7/1982,Rochester,Customer Service,BS,00-30906603,Ashley,Ashley Short,Female,3/28/2015,Customer Service Representative,Short,HQ,Good,New York,HIRED,,42,9,57783,1,1,0
35-44,10/2/1988,Rochester,Customer Service,BS,00-35925455,Benjamin,Benjamin Watts,Female,8/27/2021,Customer Service Representative,Watts,HQ,Good,New York,HIRED,,36,3,56378,1,1,0
25-35,2/12/1992,Rochester,Customer Service,BS,00-50000379,Brian,Brian Beard,Female,6/12/2022,Customer Service Representative,Beard,HQ,Good,New York,HIRED,,32,2,54753,1,1,0
35-44,4/13/1982,Rochester,Customer Service,BS,00-13228867,Chris,Chris Hampton,Female,10/22/2023,Customer Service Representative,Hampton,HQ,Good,New York,HIRED,,42,1,65149,1,1,0
35-44,8/20/1980,Rochester,Customer Service,BS,00-99624137,Elizabeth,Elizabeth Davis,Female,7/11/2022,Customer Service Representative,Davis,HQ,Good,New York,HIRED,,44,2,54837,1,1,0
25-35,10/27/1992,Rochester,Customer Service,BS,00-33744145,Gregory,Gregory Larson,Female,7/30/2023,Customer Service Representative,Larson,HQ,Good,New York,HIRED,,32,1,54606,1,1,0
35-44,5/15/1980,Rochester,Customer Service,BS,00-62013608,John,John Skinner,Female,7/20/2018,Customer Service Representative,Skinner,HQ,Good,New York,HIRED,,44,6,65494,1,1,0
>25,10/15/2003,Rochester,Customer Service,BS,00-73783187,Joshua,Joshua Brown,Female,5/31/2022,Customer Service Representative,Brown,HQ,Good,New York,HIRED,,21,2,53313,1,1,0
45-54,4/4/1977,Rochester,Customer Service,BS,00-15195631,Molly,Molly Ortega,Female,11/21/2023,Customer Service Representative,Ortega,HQ,Good,New York,HIRED,,47,1,63948,1,1,0
>25,7/11/2000,Rochester,Customer Service,BS,00-97787024,Robert,Robert Gonzalez,Female,12/13/2017,Customer Service Representative,Gonzalez,HQ,Good,New York,HIRED,,24,7,57584,1,1,0
55+,8/25/1961,Rochester,Customer Service,BS,00-98437475,Shane,Shane Wilson,Female,12/20/2023,Customer Service Representative,Wilson,HQ,Good,New York,HIRED,,63,1,59132,1,1,0
25-35,11/20/1999,Rochester,Customer Service,BS,00-99360714,Steven,Steven Lopez,Female,1/9/2016,Customer Service Representative,Lopez,HQ,Good,New York,HIRED,,25,8,54347,1,1,0
45-54,6/8/1977,Rochester,Customer Service,BS,00-51126010,Tina,Tina Moore,Female,3/7/2019,Customer Service Representative,Moore,HQ,Good,New York,HIRED,,47,5,59315,1,1,0
25-35,7/14/1995,Rochester,Customer Service,BS,00-65058585,Angela,Angela Potter,Female,7/15/2018,Help Desk Technician,Potter,HQ,Good,New York,HIRED,,29,6,58476,1,1,0
45-54,9/6/1978,Rochester,Customer Service,BS,00-55273409,Cassie,Cassie Guerrero,Female,8/11/2017,Help Desk Technician,Guerrero,HQ,Good,New York,HIRED,,46,7,55795,1,1,0
25-35,5/31/1996,Rochester,Customer Service,BS,00-80739820,Cole,Cole Garner,Female,4/11/2019,Help Desk Technician,Garner,HQ,Good,New York,HIRED,,28,5,80056,1,1,0
25-35,7/31/1998,Rochester,Customer Service,BS,00-75855518,Connor,Connor Morris,Female,11/4/2022,Help Desk Technician,Morris,HQ,Good,New York,HIRED,,26,2,62495,1,1,0
35-44,6/13/1987,Rochester,Customer Service,BS,00-70523603,Geoffrey,Geoffrey Vasquez,Female,5/12/2017,Help Desk Technician,Vasquez,HQ,Good,New York,HIRED,,37,7,67912,1,1,0
55+,9/14/1961,Rochester,Customer Service,BS,00-53406567,Jeffrey,Jeffrey Roberts,Female,6/3/2017,Help Desk Technician,Roberts,HQ,Good,New York,HIRED,,63,7,80711,1,1,0
45-54,3/20/1977,Rochester,Customer Service,BS,00-19235173,Jose,Jose Gates,Female,6/13/2020,Help Desk Technician,Gates,HQ,Good,New York,HIRED,,47,4,60433,1,1,0
25-35,10/8/1990,Rochester,Customer Service,BS,00-59976005,Lee,Lee Evans,Female,1/25/2022,Help Desk Technician,Evans,HQ,Good,New York,HIRED,,34,2,82770,1,1,0
>25,10/21/2001,Rochester,Customer Service,BS,00-14091231,Megan,Megan Walker,Female,6/28/2023,Help Desk Technician,Walker,HQ,Good,New York,HIRED,,23,1,65493,1,1,0
>25,12/1/2001,Rochester,Customer Service,BS,00-51429578,Ryan,Ryan Fernandez,Female,3/19/2021,Help Desk Technician,Fernandez,HQ,Good,New York,HIRED,,23,3,78784,1,1,0
25-35,4/16/1997,Rochester,Customer Service,BS,00-25865493,Sue,Sue Oneill,Female,9/6/2015,Help Desk Technician,Oneill,HQ,Good,New York,HIRED,,27,9,70609,1,1,0
35-44,2/28/1983,Rochester,Customer Service,BS,00-34820595,Ashley,Ashley Horton,Female,8/7/2020,Support Specialist,Horton,HQ,Good,New York,HIRED,,41,4,60570,1,1,0
55+,12/19/1965,Rochester,Customer Service,BS,00-34515629,Brooke,Brooke Short,Female,8/8/2017,Support Specialist,Short,HQ,Good,New York,HIRED,,59,7,64233,1,1,0
45-54,6/24/1976,Rochester,Customer Service,BS,00-58366333,Chris,Chris Rodriguez,Female,1/1/2022,Support Specialist,Rodriguez,HQ,Good,New York,HIRED,,48,2,61743,1,1,0
45-54,11/14/1973,Rochester,Customer Service,BS,00-34954217,Cody,Cody Rogers,Female,1/27/2017,Support Specialist,Rogers,HQ,Good,New York,HIRED,,51,7,64516,1,1,0
25-35,12/18/1999,Rochester,Customer Service,BS,00-40300423,George,George Walker,Female,8/19/2019,Support Specialist,Walker,HQ,Good,New York,HIRED,,25,5,56933,1,1,0
55+,7/24/1960,Rochester,Customer Service,BS,00-58542593,Kelly,Kelly Hendrix,Female,5/31/2016,Support Specialist,Hendrix,HQ,Good,New York,HIRED,,64,8,63700,1,1,0
35-44,2/15/1987,Rochester,Customer Service,BS,00-96595409,Kristen,Kristen Cox,Female,6/29/2022,Support Specialist,Cox,HQ,Good,New York,HIRED,,37,2,54872,1,1,0
35-44,2/8/1985,Rochester,Customer Service,BS,00-77255871,Laura,Laura Knight,Female,11/4/2018,Support Specialist,Knight,HQ,Good,New York,HIRED,,39,6,55598,1,1,0
45-54,10/6/1974,Rochester,Customer Service,BS,00-43534134,Monica,Monica Walters,Female,4/27/2017,Support Specialist,Walters,HQ,Good,New York,HIRED,,50,7,65967,1,1,0
35-44,8/20/1984,Rochester,Customer Service,BS,00-83204174,Steve,Steve Adkins,Female,8/16/2017,Support Specialist,Adkins,HQ,Good,New York,HIRED,,40,7,59610,1,1,0
35-44,10/24/1980,Rochester,Customer Service,BS,00-72705554,Thomas,Thomas Walker,Female,1/2/2020,Support Specialist,Walker,HQ,Good,New York,HIRED,,44,4,66681,1,1,0
35-44,7/8/1987,Rochester,Customer Service,BS,00-44819972,Victor,Victor Wood,Female,4/13/2024,Support Specialist,Wood,HQ,Good,New York,HIRED,,37,0,56992,1,1,0
25-35,8/20/1995,Rochester,Customer Service,BS,00-39051509,William,William Riley,Female,5/12/2018,Support Specialist,Riley,HQ,Good,New York,HIRED,,29,6,58908,1,1,0
55+,6/5/1959,Charlotte,Customer Service,BS,00-50549608,Elizabeth,Elizabeth Clark,Female,5/31/2020,Customer Service Representative,Clark,BRANCH,Good,North Carolina,HIRED,,65,4,56468,1,1,0
45-54,1/25/1974,Charlotte,Customer Service,BS,00-88301137,Dawn,Dawn Cook,Female,7/22/2023,Help Desk Technician,Cook,BRANCH,Good,North Carolina,HIRED,,50,1,69239,1,1,0
35-44,9/27/1983,Greensboro,Customer Service,BS,00-84470967,Anna,Anna Cook,Female,9/18/2019,Customer Service Representative,Cook,BRANCH,Good,North Carolina,HIRED,,41,5,64125,1,1,0
45-54,7/1/1978,Greensboro,Customer Service,BS,00-31517603,Jamie,Jamie Zamora,Female,3/15/2022,Help Desk Technician,Zamora,BRANCH,Good,North Carolina,HIRED,,46,2,72954,1,1,0
55+,5/27/1964,Greensboro,Customer Service,BS,00-87969595,Sandra,Sandra Gill,Female,7/26/2024,Support Specialist,Gill,BRANCH,Good,North Carolina,HIRED,,60,0,68360,1,1,0
45-54,11/19/1971,Greensboro,Customer Service,BS,00-52590001,Tonya,Tonya Saunders,Female,2/27/2015,Support Specialist,Saunders,BRANCH,Good,North Carolina,HIRED,,53,9,55918,1,1,0
55+,8/30/1959,Raleigh,Customer Service,BS,00-23032659,Yesenia,Yesenia Sullivan,Female,4/10/2020,Customer Service Representative,Sullivan,BRANCH,Good,North Carolina,HIRED,,65,4,54955,1,1,0
35-44,2/2/1980,Raleigh,Customer Service,BS,00-40059912,Joshua,Joshua Mejia,Female,4/1/2019,Help Desk Technician,Mejia,BRANCH,Good,North Carolina,HIRED,,44,5,56033,1,1,0
35-44,6/3/1982,Cincinnati,Customer Service,BS,00-57794571,Joe,Joe Park,Female,6/3/2019,Customer Service Representative,Park,BRANCH,Good,Ohio,HIRED,,42,5,60716,1,1,0
45-54,12/24/1977,Cincinnati,Customer Service,BS,00-72814453,Erica,Erica Garrison,Female,7/27/2018,Help Desk Technician,Garrison,BRANCH,Good,Ohio,HIRED,,47,6,56955,1,1,0
>25,10/16/2003,Cleveland,Customer Service,BS,00-16442905,Ricardo,Ricardo Salazar,Female,2/1/2024,Support Specialist,Salazar,BRANCH,Good,Ohio,HIRED,,21,0,56527,1,1,0
35-44,12/12/1981,Columbus,Customer Service,BS,00-39171224,Edward,Edward Horton,Female,2/7/2017,Support Specialist,Horton,BRANCH,Good,Ohio,HIRED,,43,7,59254,1,1,0
25-35,6/26/1997,Allentown,Customer Service,BS,00-79028573,Johnny,Johnny Meyer,Female,10/27/2023,Help Desk Technician,Meyer,BRANCH,Good,Pennsylvania,HIRED,,27,1,51919,1,1,0
35-44,3/30/1981,Allentown,Customer Service,BS,00-35790180,Lynn,Lynn Elliott,Female,9/15/2022,Support Specialist,Elliott,BRANCH,Good,Pennsylvania,HIRED,,43,2,60642,1,1,0
25-35,3/4/1997,Allentown,Customer Service,BS,00-85187117,Rebecca,Rebecca Cortez,Female,6/20/2024,Support Specialist,Cortez,BRANCH,Good,Pennsylvania,HIRED,,27,0,56704,1,1,0
35-44,1/2/1982,Philadelphia,Customer Service,BS,00-16115184,Jessica,Jessica Gregory,Female,11/27/2020,Customer Service Representative,Gregory,BRANCH,Good,Pennsylvania,HIRED,,42,4,53824,1,1,0
35-44,6/13/1984,Philadelphia,Customer Service,BS,00-71689400,Michele,Michele Nelson,Female,4/7/2015,Customer Service Representative,Nelson,BRANCH,Good,Pennsylvania,HIRED,,40,9,64419,1,1,0
25-35,9/22/1991,Philadelphia,Customer Service,BS,00-82714596,Jeremiah,Jeremiah Miller,Female,8/12/2023,Support Specialist,Miller,BRANCH,Good,Pennsylvania,HIRED,,33,1,54995,1,1,0
35-44,2/14/1986,Philadelphia,Customer Service,BS,00-74331966,Jonathan,Jonathan Jones,Female,2/18/2017,Support Specialist,Jones,BRANCH,Good,Pennsylvania,HIRED,,38,7,61278,1,1,0
35-44,7/2/1988,Pittsburgh,Customer Service,BS,00-49990044,William,William Gallagher,Female,4/19/2021,Customer Service Representative,Gallagher,BRANCH,Good,Pennsylvania,HIRED,,36,3,64510,1,1,0
25-35,12/19/1990,Pittsburgh,Customer Service,BS,00-55916044,Holly,Holly Walters,Female,10/26/2017,Help Desk Technician,Walters,BRANCH,Good,Pennsylvania,HIRED,,34,7,71120,1,1,0
45-54,8/16/1975,Pittsburgh,Customer Service,BS,00-99130077,Brenda,Brenda Johnson,Female,10/8/2015,Support Specialist,Johnson,BRANCH,Good,Pennsylvania,HIRED,,49,9,60567,1,1,0
45-54,12/17/1979,Pittsburgh,Customer Service,BS,00-46499378,Gary,Gary Garcia,Female,3/16/2020,Support Specialist,Garcia,BRANCH,Good,Pennsylvania,HIRED,,45,4,59447,1,1,0
35-44,11/16/1982,Norfolk,Customer Service,BS,00-37289414,Catherine,Catherine Herrera,Female,7/21/2019,Customer Service Representative,Herrera,BRANCH,Good,Virginia,HIRED,,42,5,59401,1,1,0
55+,11/2/1960,Norfolk,Customer Service,BS,00-18678230,Patricia,Patricia Galvan,Female,7/15/2019,Customer Service Representative,Galvan,BRANCH,Good,Virginia,HIRED,,64,5,66151,1,1,0
45-54,1/8/1972,Norfolk,Customer Service,BS,00-37287550,Katelyn,Katelyn Nguyen,Female,1/24/2017,Support Specialist,Nguyen,BRANCH,Good,Virginia,HIRED,,52,7,64387,1,1,0
45-54,10/10/1973,Norfolk,Customer Service,BS,00-21340498,Marc,Marc Mitchell,Female,4/18/2016,Support Specialist,Mitchell,BRANCH,Good,Virginia,HIRED,,51,8,58313,1,1,0
>25,12/17/2002,Charleston,Customer Service,BS,00-15450389,Deanna,Deanna Brown,Female,3/25/2016,Help Desk Technician,Brown,BRANCH,Good,West Virginia,HIRED,,22,8,71065,1,1,0
45-54,6/10/1974,Huntington,Customer Service,BS,00-18803339,Kelly,Kelly Osborn,Female,5/15/2019,Help Desk Technician,Osborn,BRANCH,Good,West Virginia,HIRED,,50,5,81656,1,1,0
25-35,10/4/1996,Morgantown,Customer Service,BS,00-24572034,James,James Baker,Female,7/23/2015,Help Desk Technician,Baker,BRANCH,Good,West Virginia,HIRED,,28,9,79657,1,1,0
45-54,10/22/1975,Morgantown,Customer Service,BS,00-20011871,Natalie,Natalie Berry,Female,5/2/2023,Support Specialist,Berry,BRANCH,Good,West Virginia,HIRED,,49,1,60544,1,1,0
35-44,7/15/1980,Detroit,Finance,BS,00-30232996,James,James Gomez,Female,12/15/2017,Accountant,Gomez,BRANCH,Good,Michigan,HIRED,,44,7,86171,1,1,0
35-44,6/13/1984,Detroit,Finance,BS,00-98436745,Nicole,Nicole Cervantes,Female,4/28/2020,Accountant,Cervantes,BRANCH,Good,Michigan,HIRED,,40,4,57303,1,1,0
55+,10/21/1963,Detroit,Finance,BS,00-53990376,Scott,Scott Williams,Female,8/1/2017,Accountant,Williams,BRANCH,Good,Michigan,HIRED,,61,7,80915,1,1,0
>25,6/22/2001,Detroit,Finance,BS,00-69633763,Morgan,Morgan Munoz,Female,2/10/2017,Accounts Payable Specialist,Munoz,BRANCH,Good,Michigan,HIRED,,23,7,54083,1,1,0
25-35,4/9/1996,Detroit,Finance,BS,00-86082915,William,William Bruce,Female,11/23/2018,Accounts Payable Specialist,Bruce,BRANCH,Good,Michigan,HIRED,,28,6,62216,1,1,0
45-54,5/24/1975,Detroit,Finance,BS,00-81006112,David,David Deleon,Female,1/7/2019,Financial Analyst,Deleon,BRANCH,Good,Michigan,HIRED,,49,5,72747,1,1,0
35-44,2/23/1989,Grand Rapids,Finance,BS,00-10012470,Amy,Amy Davidson,Female,10/15/2019,Accountant,Davidson,BRANCH,Good,Michigan,HIRED,,35,5,62543,1,1,0
35-44,12/6/1981,Warren,Finance,BS,00-58474537,David,David Hernandez,Female,4/17/2019,Accountant,Hernandez,BRANCH,Good,Michigan,HIRED,,43,5,69516,1,1,0
45-54,7/21/1977,Warren,Finance,BS,00-68544156,Sarah,Sarah Henderson,Female,5/21/2023,Accounts Payable Specialist,Henderson,BRANCH,Good,Michigan,HIRED,,47,1,53713,1,1,0
25-35,4/11/1999,Buffalo,Finance,BS,00-50945382,Bradley,Bradley Scott,Female,8/4/2024,Accountant,Scott,HQ,Good,New York,HIRED,,25,0,66003,1,1,0
35-44,3/25/1984,Buffalo,Finance,BS,00-44190049,Eric,Eric Shah,Female,5/26/2018,Accountant,Shah,HQ,Good,New York,HIRED,,40,6,74203,1,1,0
55+,5/7/1966,Buffalo,Finance,BS,00-82613651,Jillian,Jillian Ferguson,Female,11/28/2020,Accountant,Ferguson,HQ,Good,New York,HIRED,,58,4,93640,1,1,0
45-54,7/18/1970,Buffalo,Finance,BS,00-19492426,Joe,Joe Wallace,Female,8/13/2020,Accountant,Wallace,HQ,Good,New York,HIRED,,54,4,70781,1,1,0
35-44,1/4/1989,Buffalo,Finance,BS,00-21598781,Joseph,Joseph Roberson,Female,11/5/2017,Accountant,Roberson,HQ,Good,New York,HIRED,,35,7,65092,1,1,0
35-44,3/18/1985,Buffalo,Finance,BS,00-76428759,Lindsay,Lindsay Evans,Female,8/14/2017,Accountant,Evans,HQ,Good,New York,HIRED,,39,7,58547,1,1,0
25-35,7/6/1993,Buffalo,Finance,BS,00-68742783,Mary,Mary Sullivan,Female,4/7/2024,Accountant,Sullivan,HQ,Good,New York,HIRED,,31,0,77939,1,1,0
55+,10/24/1967,Buffalo,Finance,BS,00-91165232,April,April Fields,Female,11/2/2017,Accounts Payable Specialist,Fields,HQ,Good,New York,HIRED,,57,7,61150,1,1,0
25-35,12/15/1996,Buffalo,Finance,BS,00-38122043,Benjamin,Benjamin Ross,Female,7/18/2024,Accounts Payable Specialist,Ross,HQ,Good,New York,HIRED,,28,0,55833,1,1,0
35-44,3/30/1986,Buffalo,Finance,BS,00-85300766,Melanie,Melanie Lee,Female,6/15/2019,Accounts Payable Specialist,Lee,HQ,Good,New York,HIRED,,38,5,55688,1,1,0
35-44,2/7/1984,Buffalo,Finance,BS,00-15522926,Sarah,Sarah Gonzalez,Female,8/30/2018,Accounts Payable Specialist,Gonzalez,HQ,Good,New York,HIRED,,40,6,64943,1,1,0
55+,12/31/1964,Buffalo,Finance,BS,00-35834405,Charles,Charles Jefferson,Female,3/24/2016,Financial Analyst,Jefferson,HQ,Good,New York,HIRED,,60,8,76261,1,1,0
25-35,4/6/1997,New York City,Finance,BS,00-90206794,Dennis,Dennis Mejia,Female,12/15/2021,Accountant,Mejia,HQ,Good,New York,HIRED,,27,3,72721,1,1,0
25-35,11/4/1999,New York City,Finance,BS,00-82555977,Kevin,Kevin Tyler,Female,8/1/2024,Accountant,Tyler,HQ,Good,New York,HIRED,,25,0,72941,1,1,0
35-44,2/13/1982,New York City,Finance,BS,00-68468386,Rebecca,Rebecca Cruz,Female,1/19/2019,Accountant,Cruz,HQ,Good,New York,HIRED,,42,5,77954,1,1,0
35-44,9/5/1981,New York City,Finance,BS,00-82172776,Eric,Eric Miller,Female,4/16/2023,Accounts Payable Specialist,Miller,HQ,Good,New York,HIRED,,43,1,59730,1,1,0
>25,3/27/2003,New York City,Finance,BS,00-98682228,Martin,Martin Singh,Female,3/24/2017,Accounts Payable Specialist,Singh,HQ,Good,New York,HIRED,,21,7,55117,1,1,0
25-35,2/11/1992,New York City,Finance,BS,00-26373743,Nicholas,Nicholas Johnson,Female,9/18/2024,Accounts Payable Specialist,Johnson,HQ,Good,New York,HIRED,,32,0,60734,1,1,0
45-54,4/16/1973,New York City,Finance,BS,00-96865529,Nicole,Nicole Vasquez,Female,5/1/2017,Accounts Payable Specialist,Vasquez,HQ,Good,New York,HIRED,,51,7,60052,1,1,0
25-35,11/10/1992,New York City,Finance,BS,00-93304578,Stephen,Stephen Lawrence,Female,7/15/2018,Accounts Payable Specialist,Lawrence,HQ,Good,New York,HIRED,,32,6,56649,1,1,0
35-44,1/26/1981,New York City,Finance,BS,00-11760963,Erica,Erica Rangel,Female,2/13/2017,Financial Analyst,Rangel,HQ,Good,New York,HIRED,,43,7,85672,1,1,0
45-54,2/16/1970,New York City,Finance,BS,00-49810955,Rebecca,Rebecca Munoz,Female,5/20/2017,Financial Analyst,Munoz,HQ,Good,New York,HIRED,,54,7,71055,1,1,0
35-44,7/12/1980,Rochester,Finance,BS,00-58656970,Amber,Amber Williams,Female,1/12/2016,Accountant,Williams,HQ,Good,New York,HIRED,,44,8,54920,1,1,0
25-35,6/19/1992,Rochester,Finance,BS,00-97710027,Jennifer,Jennifer Zuniga,Female,11/8/2020,Accountant,Zuniga,HQ,Good,New York,HIRED,,32,4,59767,1,1,0
25-35,2/25/1990,Rochester,Finance,BS,00-27920423,Kelly,Kelly Grant,Female,10/25/2019,Accountant,Grant,HQ,Good,New York,HIRED,,34,5,61088,1,1,0
35-44,3/30/1987,Rochester,Finance,BS,00-95739567,Kristin,Kristin Barker,Female,4/3/2024,Accountant,Barker,HQ,Good,New York,HIRED,,37,0,63679,1,1,0
35-44,10/23/1988,Rochester,Finance,BS,00-19977213,Nicole,Nicole Mills,Female,7/15/2023,Accountant,Mills,HQ,Good,New York,HIRED,,36,1,70392,1,1,0
45-54,9/8/1977,Rochester,Finance,BS,00-76331270,Taylor,Taylor Ortiz,Female,11/9/2019,Accountant,Ortiz,HQ,Good,New York,HIRED,,47,5,56960,1,1,0
25-35,8/21/1995,Rochester,Finance,BS,00-62117276,Amber,Amber Schneider,Female,11/25/2016,Accounts Payable Specialist,Schneider,HQ,Good,New York,HIRED,,29,8,54582,1,1,0
>25,1/29/2002,Rochester,Finance,BS,00-92551005,Edward,Edward Hernandez,Female,4/27/2022,Accounts Payable Specialist,Hernandez,HQ,Good,New York,HIRED,,22,2,55311,1,1,0
35-44,7/28/1984,Rochester,Finance,BS,00-70937796,Ellen,Ellen Wade,Female,12/25/2022,Accounts Payable Specialist,Wade,HQ,Good,New York,HIRED,,40,2,53938,1,1,0
45-54,7/16/1974,Rochester,Finance,BS,00-85876997,Kim,Kim Finley,Female,6/4/2024,Accounts Payable Specialist,Finley,HQ,Good,New York,HIRED,,50,0,57858,1,1,0
55+,8/26/1965,Rochester,Finance,BS,00-41741300,Michael,Michael Martin,Female,7/13/2020,Accounts Payable Specialist,Martin,HQ,Good,New York,HIRED,,59,4,60247,1,1,0
>25,10/22/2002,Rochester,Finance,BS,00-39374592,Phillip,Phillip Roth,Female,11/1/2015,Accounts Payable Specialist,Roth,HQ,Good,New York,HIRED,,22,9,62554,1,1,0
35-44,12/7/1988,Rochester,Finance,BS,00-87485535,Robin,Robin Miller,Female,10/3/2020,Accounts Payable Specialist,Miller,HQ,Good,New York,HIRED,,36,4,61949,1,1,0
45-54,4/6/1977,Rochester,Finance,BS,00-45365829,Tim,Tim Ryan,Female,9/13/2017,Accounts Payable Specialist,Ryan,HQ,Good,New York,HIRED,,47,7,61705,1,1,0
45-54,4/3/1972,Rochester,Finance,BS,00-69132953,Jose,Jose Ross,Female,6/17/2016,Financial Analyst,Ross,HQ,Good,New York,HIRED,,52,8,76090,1,1,0
55+,12/13/1961,Charlotte,Finance,BS,00-40830120,Nancy,Nancy Buchanan,Female,7/21/2016,Accounts Payable Specialist,Buchanan,BRANCH,Good,North Carolina,HIRED,,63,8,65827,1,1,0
55+,5/12/1967,Charlotte,Finance,BS,00-13954845,Tamara,Tamara Smith,Female,2/5/2024,Accounts Payable Specialist,Smith,BRANCH,Good,North Carolina,HIRED,,57,0,62081,1,1,0
35-44,10/27/1980,Greensboro,Finance,BS,00-37955709,Kayla,Kayla Caldwell,Female,3/17/2023,Accounts Payable Specialist,Caldwell,BRANCH,Good,North Carolina,HIRED,,44,1,58728,1,1,0
